NmPratoSopa;NmPratoSopaEN;NmPratoCarne;NmPratoCarneEN;NmPratoPeixe;NmPratoPeixeEN;NmPratoVegetariano;NmPratoVegetarianoEN;NmPratoSobremesa;NmPratoSobremesaEN;Observacoes;DescricaoCarne;DescricaoPeixe;DescricaoVegetariano;DescricaoEmenta;DescricaoEmentaPT;IDPratoSopaFK;IDPratoCarneFK;IDPratoPeixeFK;IDPratoVegetarianoFK;IDPratoSobremesaFK;ReservaAte;ReservasAtePenalizacaoValor;CancelamentoAte;CancelamentoAtePenalizacaoValor;Data;IDEmentaData;DataRefeicao;IDCantinaFK;IDTipoRefeicaoFK;DataRefeicaoOnly;Preco;NmCantina;IDPoloFK;NmPolo;NmTipoRefeicao;NmTipoRefeicaoEN;SopaPTEN;CarnePTEN;PeixePTEN;SobremesaPTEN;VegetarianoPTEN;ImprimePrecos
Grão c/ hortaliça;Cheackpeas soup with vegetables;Costeleta de vitela;Grilled veal chop;Sargo;Grilled sea bream;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Grão c/ hortaliça (Cheackpeas soup with vegetables)Costeleta de vitela (Grilled veal chop)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça (Cheackpeas soup with vegetables)Sargo (Grilled sea bream)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça (Cheackpeas soup with vegetables) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça (Cheackpeas soup with vegetables)Costeleta de vitela (Grilled veal chop)Sargo (Grilled sea bream) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça | Costeleta de vitela | Sargo |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;299;173;205;;18;16/05/2023;0,5;16/05/2023;0,5;16/05/2023;967;16/05/2023;4;1;2023-05-16;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Grão c/ hortaliça | Cheackpeas soup with vegetables;Costeleta de vitela | Grilled veal chop;Sargo | Grilled sea bream;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Abóbora c/ lombarda;Pumpkin soup with savoy cabbage;Bife de novilho;Grilled veal steak;Perca grelhada;Grilled perch;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Bife de novilho (Grilled veal steak)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Perca grelhada (Grilled perch)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Abóbora c/ lombarda (Pumpkin soup with savoy cabbage) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Bife de novilho (Grilled veal steak)Perca grelhada (Grilled perch) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Abóbora c/ lombarda | Bife de novilho | Perca grelhada |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;236;54;131;;18;22/05/2023;0,5;22/05/2023;0,5;22/05/2023;973;22/05/2023;4;1;2023-05-22;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Abóbora c/ lombarda | Pumpkin soup with savoy cabbage;Bife de novilho | Grilled veal steak;Perca grelhada | Grilled perch;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Alho francês;French garlic soup;Costeletas de porco;Grilled pork chops;Robalo;Grilled sea bass;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Alho francês (French garlic soup)Costeletas de porco (Grilled pork chops)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Alho francês (French garlic soup)Robalo (Grilled sea bass)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Alho francês (French garlic soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Alho francês (French garlic soup)Costeletas de porco (Grilled pork chops)Robalo (Grilled sea bass) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Alho francês | Costeletas de porco | Robalo |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;158;35;55;;18;23/05/2023;0,5;23/05/2023;0,5;23/05/2023;974;23/05/2023;4;1;2023-05-23;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Alho francês | French garlic soup;Costeletas de porco | Grilled pork chops;Robalo | Grilled sea bass;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Caldo verde;Soup of shredded kale in potato broth;Frango assado com batata frita;Roasted chicken with french fries;Linguado;Linguado;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Caldo verde (Soup of shredded kale in potato broth)Frango assado com batata frita (Roasted chicken with french fries)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Caldo verde (Soup of shredded kale in potato broth)Linguado (Linguado)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Caldo verde (Soup of shredded kale in potato broth) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Caldo verde (Soup of shredded kale in potato broth)Frango assado com batata frita (Roasted chicken with french fries)Linguado (Linguado) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Caldo verde | Frango assado com batata frita | Linguado |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;138;560;273;;18;24/05/2023;0,5;24/05/2023;0,5;24/05/2023;975;24/05/2023;4;1;2023-05-24;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Caldo verde | Soup of shredded kale in potato broth;Frango assado com batata frita | Roasted chicken with french fries;Linguado | Linguado;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Couve flor e cenoura;Cauliflower and carrot soup;Plumas;Grilled pork;Carapau;Grilled mackerel;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Couve flor e cenoura (Cauliflower and carrot soup)Plumas (Grilled pork)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve flor e cenoura (Cauliflower and carrot soup)Carapau (Grilled mackerel)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve flor e cenoura (Cauliflower and carrot soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve flor e cenoura (Cauliflower and carrot soup)Plumas (Grilled pork)Carapau (Grilled mackerel) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve flor e cenoura | Plumas | Carapau |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;281;71;244;;18;25/05/2023;0,5;25/05/2023;0,5;25/05/2023;976;25/05/2023;4;1;2023-05-25;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Couve flor e cenoura | Cauliflower and carrot soup;Plumas | Grilled pork;Carapau | Grilled mackerel;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Couve roxa;Red cabbage soup;Espetadas de peru;Grilled turkey skewers;Arroz de polvo;Octopus rice;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Couve roxa (Red cabbage soup)Espetadas de peru (Grilled turkey skewers)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve roxa (Red cabbage soup)Arroz de polvo (Octopus rice)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve roxa (Red cabbage soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve roxa (Red cabbage soup)Espetadas de peru (Grilled turkey skewers)Arroz de polvo (Octopus rice) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Couve roxa | Espetadas de peru | Arroz de polvo |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;76;110;368;;18;26/05/2023;0,5;26/05/2023;0,5;26/05/2023;977;26/05/2023;4;1;2023-05-26;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Couve roxa | Red cabbage soup;Espetadas de peru | Grilled turkey skewers;Arroz de polvo | Octopus rice;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Feijão verde;Green beans soup;Aba de vitela;Grilled veal tab;Bife de atum;Grilled tuna steak;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Feijão verde (Green beans soup)Aba de vitela (Grilled veal tab)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Feijão verde (Green beans soup)Bife de atum (Grilled tuna steak)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Feijão verde (Green beans soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Feijão verde (Green beans soup)Aba de vitela (Grilled veal tab)Bife de atum (Grilled tuna steak) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Feijão verde | Aba de vitela | Bife de atum |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;23;98;36;;18;29/05/2023;0,5;29/05/2023;0,5;29/05/2023;1003;29/05/2023;4;1;2023-05-29;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Feijão verde | Green beans soup;Aba de vitela | Grilled veal tab;Bife de atum | Grilled tuna steak;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Grão c/ hortaliça;Cheackpeas soup with vegetables;Grelhada mista;Grilled mixed meat;Corvina;Grilled croaker;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Grão c/ hortaliça (Cheackpeas soup with vegetables)Grelhada mista (Grilled mixed meat)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça (Cheackpeas soup with vegetables)Corvina (Grilled croaker)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça (Cheackpeas soup with vegetables) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça (Cheackpeas soup with vegetables)Grelhada mista (Grilled mixed meat)Corvina (Grilled croaker) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Grão c/ hortaliça | Grelhada mista | Corvina |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;299;184;198;;18;30/05/2023;0,5;30/05/2023;0,5;30/05/2023;1004;30/05/2023;4;1;2023-05-30;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Grão c/ hortaliça | Cheackpeas soup with vegetables;Grelhada mista | Grilled mixed meat;Corvina | Grilled croaker;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Creme de cenoura;Carrot cream;Bife de peru;Turkey steak;Tubo de pota;Grilled squid;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Creme de cenoura (Carrot cream)Bife de peru (Turkey steak)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de cenoura (Carrot cream)Tubo de pota (Grilled squid)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de cenoura (Carrot cream) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de cenoura (Carrot cream)Bife de peru (Turkey steak)Tubo de pota (Grilled squid) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de cenoura | Bife de peru | Tubo de pota |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;37;161;162;;18;31/05/2023;0,5;31/05/2023;0,5;31/05/2023;1005;31/05/2023;4;1;2023-05-31;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Creme de cenoura | Carrot cream;Bife de peru | Turkey steak;Tubo de pota | Grilled squid;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Legumes;Vegetable soup;Entrecosto;Grilled ribs;Truta;Grilled trout;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Legumes (Vegetable soup)Entrecosto (Grilled ribs)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Legumes (Vegetable soup)Truta (Grilled trout)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Legumes (Vegetable soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Legumes (Vegetable soup)Entrecosto (Grilled ribs)Truta (Grilled trout) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Legumes | Entrecosto | Truta |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;272;86;137;;18;01/06/2023;0,5;01/06/2023;0,5;01/06/2023;1006;01/06/2023;4;1;2023-06-01;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Legumes | Vegetable soup;Entrecosto | Grilled ribs;Truta | Grilled trout;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Canja;Chicken soup;Alheira com ovo e batata frita;Bread and meat sausage with egg;Peixe espada grelhado com batata;Grilled swordfish with potatoes;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Canja (Chicken soup)Alheira com ovo e batata frita (Bread and meat sausage with egg)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Canja (Chicken soup)Peixe espada grelhado com batata (Grilled swordfish with potatoes)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Canja (Chicken soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Canja (Chicken soup)Alheira com ovo e batata frita (Bread and meat sausage with egg)Peixe espada grelhado com batata (Grilled swordfish with potatoes) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Canja | Alheira com ovo e batata frita | Peixe espada grelhado com batata |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;524;141;530;;18;02/06/2023;0,5;02/06/2023;0,5;02/06/2023;1007;02/06/2023;4;1;2023-06-02;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Canja | Chicken soup;Alheira com ovo e batata frita | Bread and meat sausage with egg;Peixe espada grelhado com batata | Grilled swordfish with potatoes;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Hortaliça;Vegetables soup;Bife de novilho;Grilled veal steak;Perca grelhada;Grilled perch;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Hortaliça (Vegetables soup)Bife de novilho (Grilled veal steak)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Hortaliça (Vegetables soup)Perca grelhada (Grilled perch)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Hortaliça (Vegetables soup) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Hortaliça (Vegetables soup)Bife de novilho (Grilled veal steak)Perca grelhada (Grilled perch) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Hortaliça | Bife de novilho | Perca grelhada |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;11;54;131;;18;05/06/2023;0,5;05/06/2023;0,5;05/06/2023;1013;05/06/2023;4;1;2023-06-05;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Hortaliça | Vegetables soup;Bife de novilho | Grilled veal steak;Perca grelhada | Grilled perch;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
Creme de legumes;Vegetable cream;Bife de frango;Grilled chicken steaks;Salmão grelhado;Grilled salmon;;;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;;Creme de legumes (Vegetable cream)Bife de frango (Grilled chicken steaks)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de legumes (Vegetable cream)Salmão grelhado (Grilled salmon)Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de legumes (Vegetable cream) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de legumes (Vegetable cream)Bife de frango (Grilled chicken steaks)Salmão grelhado (Grilled salmon) ()Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ (Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€);Creme de legumes | Bife de frango | Salmão grelhado |  | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€;194;122;218;;18;06/06/2023;0,5;06/06/2023;0,5;06/06/2023;1014;06/06/2023;4;1;2023-06-06;0;Churrasqueira;1;IPG - Campus;Almoço;Lunch;Creme de legumes | Vegetable cream;Bife de frango | Grilled chicken steaks;Salmão grelhado | Grilled salmon;Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€ | Fruta:0.50 €/doce:1.30 €/salada:0.50€/iogurte:0,40€/sopa: 0.75€; | ;0
